"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:MFS_DC(8.0.0)","PER.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Peru","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","46213.450073472","54339.787120627","72302.682167873","74750.31074233799","93412.502717609","100855.010862573","113975.17875542","133948.475215792","143446.845658449","167573.856554136","171580.386437672","195602.813204133","201320.95147819","215979.111155251","260241.530474426","261690.451503257","288591.3705054646","286146.063713866","314554.6421451545",""
"IMF.STA:MFS_DC(8.0.0)","SDN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Sudan","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1574.2","2102.821647","2593.63","3346.8845984019","5283.6974760561","6447.3425015073","7227.68193154","8020.72365724","10519.92718229","13714.78132137","14521.79567704","21303.87251757","23415.89198239","28920.2206047084","33951.2341772381","41455.1928828657","73210.3903941833","155270.836864823","176320.770799063","350538.386937442","1015775.2069266","1765132.60591667","","",""
"IMF.STA:MFS_DC(8.0.0)","SYR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Syrian Arab Republic","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Units","224190000000","268805000000","221468000000","322658000000","316940630000","363733260000","548881426633.564","717436116953.477","810257103554.647","889796464569.169","759240325558.345","","","","","","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","TJK.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Tajikistan, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","61.27297","94.336049","154.773536","176.740659","287.544212","542.143704","1401.091465","824.370620183398","1198.95609446824","1568.617756281","2260.71816436897","2582.00840935654","3171.45583275","3525.48995851617","4068.51565371","4762.3426863","3923.99187385128","3778.48950344","3920.10962658","4255.64325611047","4311.9672846","5618.66127177","7610.3502183207","",""
"IMF.STA:MFS_DC(8.0.0)","COM.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Comoros, Union of the","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","9935.179397","11425.687634","11081.584535","11476.2964","15350.771796","13183.851923","13370.614566","16023.571294","21816.70785886","26096.88423242","26506.47485873","30871.1335658","32984.65482803","34886.08271958","37380.47448467","41179.68917282","41775.73183507","45747.43198989","48611.33633934","52677.74677903","60679.38156842","66418.47","72285.16844552345","69211.3218692",""
"IMF.STA:MFS_DC(8.0.0)","STP.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","104.2052","137.3051","219.1382","207.8128","271.004685","360.7630944196631","504.7356294448965","717.265179662099","718.056878368455","904.706053624168","934.337798060183","1045.273801597534","1391.393685580663","1575.330553114984","1934.650250025024","1878.24390210543","1846.760087785798","2140.720378061615","2200.682411983592","2537.298894658598","2433.388614125814","2752.591566841145","2978.708263528423","2816.144181332733",""
"IMF.STA:MFS_DC(8.0.0)","OMN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Oman","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","425.654","482.014","504.24","582.659","750.38","756.882","1635.64","1660.769","2073.051","2596.147","2600.178","3042.372","3415.936","4120.895","4732.437879","4302.234","4443.722","4629.648368999998","4943.164374999999","5138.699446999998","5540.300193139997","5566.618355999998","7371.4779748157","8273.779555334817",""
"IMF.STA:MFS_DC(8.0.0)","CAN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Canada","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1345452.614","1366318.725","1359249.941","1422215.583","1582148.4","1791506.496","1257497.309","1404758.416","","","","","","","","","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","CAF.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Central African Republic","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","10667","11306","11069","12507","14663","17349","19346","24359","25253","30674","40127","39508","44024","47692","58181","60002","58745","61508","62463","67948","74686","75339","","",""
"IMF.STA:MFS_DC(8.0.0)","RUS.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Russian Federation","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","578100","700000","987000","1261000","1786400","2720500","3792100","3688200","4172100","5663100","6799300","7281400","8442400","8117284.2","9201859.9","9897942.9","11021706.3","12269859.5","14189067.5","19247130","22790884.33167","","","",""
"IMF.STA:MFS_DC(8.0.0)","CMR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Cameroon","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","424424","505079","579955","607580","674360","724470","744690","821850","883220","1038500","1104880","1147730","1257690","1339830","1465486","1537245","1591725","1864735","1997792","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","NGA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Nigeria","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","457360.2","511753.7","593763.6","739236.7","953152.95","1114162.4","2429685.70103253","3783535.35090071","3557227.39416371","4087772.50326801","4896783.56678989","5520487.10409051","5925723.23592692","5349649.14541495","5818548.04036656","6127631.50074093","6366819.77850095","6622587.79326152","7084935.39","11298256.0168096","12791828.8441936","15072670.7434861","22866927.2634336","",""
"IMF.STA:MFS_DC(8.0.0)","PER.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Peru","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","18409.080662017","28552.52391662","31392.899976784","32626.09199295603","38202.913865998","43820.625235821","48807.03752521","61418.439837238","64015.024252771","72667.52374978278","72244.989097308","73171.90102250601","114641.4657636909","128422.9921654797","168288.4066123627","169036.2100792186","138356.0401204382","111637.9727623542","125283.8662762497",""
"IMF.STA:MFS_DC(8.0.0)","COG.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Congo, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","19947","20444","51322","56818","61910","82660","90943","126800","137609","165147","209735","260481","333603","345426","349396","362131","318619","290715","373043","538495","528138","671495","719507","",""
"IMF.STA:MFS_DC(8.0.0)","COD.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Congo, Democratic Republic of the","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1725.606","3587.865","5181.46","18690.283","10181.294","28838.11484031","59725.2277713","130589.0232517945","228265.3759911902","259706.5469555448","528839.2013640541","724453.5491012261","920218.4454602775","1238681.75619986","1397905.066745576","1684952.591957727","2347888.411930957","3213803.99632273","4270342.838443355","5823270.647171842","7366849.006374787","8282562.284775416","11928542.90943995","",""
"IMF.STA:MFS_DC(8.0.0)","NIC.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Nicaragua","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","2528.61895923","2537.978325","3122.775157","3972.464584816817","4876.916109729594","5751.485692708858","7839.9476022019","10786.60083940022","14073.29759822867","18799.16592464494","17798.41796984508","22164.84511435731","27993.02454170346","31197.20035887762","39448.88442373789","45300.83800576994","47683.07060454123","40218.61083086795","39111.98431448546","46886.63616341735","57159.03123816331","63552.5922109039","73137.99628748137","80893.42992022739",""
"IMF.STA:MFS_DC(8.0.0)","TCD.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Chad","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","11089","11952","11157","13839","16785","20644","25655","31983","33002","36563","58899","57548","67509","78006","90811","110233","97083","100607","98540","121943","152673","","","",""
"IMF.STA:MFS_DC(8.0.0)","GHA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Ghana","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","275.2297319746394","359.6708463824534","542.0103916082238","689.6686625625399","962.2408324213848","1389.369999999998","1986.12563351097","3256.366640198","4817.135482147","6011.405688099995","7746.96535074378","8936.884973348782","11983.12782458844","16269.94250393","21979.76739158","27046.85351433","34010.67836174","37024.84323271","36751.13619182","46135.7182586907","50978.9539628867","64941.174476452","88364.21277704","112604.87317199",""
"IMF.STA:MFS_DC(8.0.0)","OMN.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Oman","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1924.004","1991.289","2024.325","2032.551","2436.621","3220.508","3912.309","5243.896","5192.64","5369.462","6342.245","6913.037","7366.005","7933.046","9018.733718","9822.332","10358.782","11528.828012","11563.749471","12808.641338","13373.431297","13525.817305","14420.55596710349","15570.18440169055",""
"IMF.STA:MFS_DC(8.0.0)","NGA.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Nigeria","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","499161.5","653241.2","759632.5","932930.1","1089450.28","1739636.9","2686840.93057188","4247826.00044274","5707988.50216994","5941368.40490581","6526160.20592638","8019111.81644797","9602420.48039397","11312731.0090585","10967749.6388346","11750106.5607903","12602153.7677734","14559429.1422649","16893195","20841838.7542291","25558432.337468","30240021.2163914","47375977.9834895","",""
"IMF.STA:MFS_DC(8.0.0)","MMR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Myanmar","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","458506","563229","400705","610111","718652","928643","1202731","1651308","2380642","3827330","5542634","8497105.78","11723478.05","14886286.94","19323329.84","25106524.4","31931100.35","37515299.82","44087480.91","51488164.28","","","","",""
"IMF.STA:MFS_DC(8.0.0)","NIC.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Nicaragua","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","15833.57167198","18389.87759444","20290.21501962","23311.43272635908","24672.34373336236","26014.52341635865","29473.26207179752","30834.242721787","34409.22190074126","40457.95989013004","48552.76221071464","54654.58481887528","64355.83934775876","74802.03795602688","88379.23129954965","94178.58265702436","108169.0047777422","83860.89619408491","90007.51475572454","99126.42234998832","106102.5668115355","120147.0522091243","131366.095290626","144676.411865166",""
"IMF.STA:MFS_DC(8.0.0)","VUT.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Vanuatu","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","5974.157","9607.732","10067.058","10243.242","11349.26","12611.39","14926.758","16255.611","18531.763","17591.81","17527.674","17745.265","21421.583","22669.309","29183.792","35506.494","38678.226","46480.703","53603.455","57283.732","64992.26","72037.763","74853.785","80172.054",""
"IMF.STA:MFS_DC(8.0.0)","VEN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Venezuela, República Bolivariana de","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Units","14795647862.8226","15581277292.4104","25553070819.909","40259551061.1419","60737374317.9207","94555183834.1396","117306099400.228","148597529560.81","188898738965.2","261288880549.99","407086073824.2","651124433133.49","1033243092433.07","1846221985204.29","3640897591729.15","","","","","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","ALB.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Albania","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","250380","241459.0103365664","282446.9743200447","319451.3341850781","359185.5492555685","414710","486490","502990","546550","655210","744950","792560","792530","757800","699850","659630","634070","613800","618480","622050","631420","626000","615180","634060",""
"IMF.STA:MFS_DC(8.0.0)","AFG.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Afghanistan, Islamic Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","1167.524122","3915.80822196","4552.856668","10054.46344","15945.173678","19858.20562","19051.06175","19985.19169","17322.308533","24893.993263066","31519.15599","36755.78719","32276.89527","31003.33609","34302.2985127156","","","","",""
"IMF.STA:MFS_DC(8.0.0)","MWI.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Malawi","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","","","","396754.8280423293","550075.2346800696","548586.0299707628","552600.7552445286","599000.0078121791","712189.6241506757","917482.1942387968","1365870.435870223","1903622.709848948","2683734.609560024",""
"IMF.STA:MFS_DC(8.0.0)","MRT.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Mauritania, Islamic Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","","","","","","","28800.000343","30362.6311724","34604.61456","34340.7345792217","36359.523012102","44052.18912405","47885.681481","52887.02224","","","","","",""
"IMF.STA:MFS_DC(8.0.0)","BLR.ODCORP_L_F29_IBM.XDC.A","OBS_VALUE","Belarus, Republic of","Liabilities, Other Deposits, Included In Broad Money","Domestic currency","Annual","Millions","92.51653575","150.93222926","251.09191429","408.16","561.53714","806.79846","1179.42639","1592.35506","2152.70452","2882.21444","7014.53786","10412.53865","12914.31753","16322.66432","23042.56338","22971.6927477752","24505.13481551","25450.6968","27893.8629359353","28060.3555","28875.5654","","","",""
"IMF.STA:MFS_DC(8.0.0)","MDG.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Madagascar, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","","","","","","1308193.82799294","1532138.59914355","1684306.97432356","1793415.843366419","1977292.43846945","2291973.683824131","2385970.368377672","2418126.620081732","2674425.904942339","3033305.485903839","3603953.05574871","4351903.334190885","4530451.873955526","5382572.751073036","6062409.710635753","6457643.478800282","7560529.901366976","7901284.999673804","9337174.643152229",""
"IMF.STA:MFS_DC(8.0.0)","MMR.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Myanmar","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","200894","282760","72462","124173","188044","292651","484451","462738","630611","1269950","1570214","1878584.76","2660851.01","3295256.21","5003488.22","4894575.12","5416234.39","5391905.74","6297787.06","7148576.99","","","","",""
"IMF.STA:MFS_DC(8.0.0)","TZA.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Tanzania, United Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","582650.62275903","788602.35464924","948626.98515748","1159954.61081109","1574939.05448123","1881576.0771667","2414685.4803118","2846122.26804584","3266397.905503","4349568.494155","5507587.432109","6387104.630286","6871946.1487066","7618248.3542627","9342606.6364867","9106276.60479614","10097020.0806296","10603799.0226721","11213223.6848389","11868843.8281588","14378139.7653198","16384925.8358538","18650035.7794409","21189261.7034657",""
"IMF.STA:MFS_DC(8.0.0)","TJK.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Tajikistan, Republic of","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","23.541297","36.183652","61.151504","64.078659","84.362312","144.681248","238.330574","432.16080303","781.959007624","881.985083697892","963.052413727892","1103.0740265997","1160.73365772","1446.04530362","1956.270744644","2245.05423711","2935.36538949","2889.33121","2746.75016748","3670.28417876","2740.06338839","4470.52001826","4842.31223027","",""
"IMF.STA:MFS_DC(8.0.0)","SDN.ODCORP_L_F22_IBM.XDC.A","OBS_VALUE","Sudan","Liabilities, Transferable Deposits, Included In Broad Money","Domestic currency","Annual","Millions","1091.35","1474.591962","1946.25","2794.5662471636","3937.1903666394","5598.7686980076","6482.67141461","7574.92910783","9362.17823951","11030.68005392","12998.99203879","17864.45910176","20413.8709701","24258.2494631485","29115.257074316","37236.2440433235","65436.067507281","147012.023524647","184770.78159176","336624.493905232","1025095.22114886","1461200.19638166","","",""
