"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","PRICE_TYPE","TYPE_OF_TRANSFORMATION","FREQUENCY","SCALE","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.STA:ANEA(6.0.1)","BRB.B1GQ.Q.XDC.A","OBS_VALUE","Barbados","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13813420082.929","13803168990.8883","13408678471.3575","13434868627.2465","13543331734.3419","13438693201.3718","13629028727.0669","13718251905.7379","13683670151.3397","13716661541.31","11329148781.246","12237732550.1373","14189078328.5124","14446496346.2952","14932902516.4872",""
"IMF.STA:ANEA(6.0.1)","GEO.B1GQ.V.XDC.A","OBS_VALUE","Georgia","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3868475406.87252","4554926744.54902","5022102721.94861","5668695947.72452","6043056870.33886","6673998109.80352","7456025960.03219","8564092781.36597","9824295478.90065","11620942438.4908","13789913218.2153","16993778789.7225","19074852303.6296","17985954595.1509","22148652202.0556","26099375332.4215","27896854555.0018","29137727778.9916","31722398994.7123","34548162434.3473","36553296752.5051","41339766809.5264","45374358771.4369","49726284068.6304","49788538400.5647","60724140108.7071","72860059026.3668","80882761660.0357","93022275316",""
"IMF.STA:ANEA(6.0.1)","GHA.B1GQ.Q.XDC.A","OBS_VALUE","Ghana","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93945000000","107050000000","116072000000","124478000000","128033000000","130748000000","135159000000","146146000000","155207000000","165308000000","166157000000","174592000000","181235000000","186926000000","197376000000",""
"IMF.STA:ANEA(6.0.1)","GHA.B1GQ.V.XDC.A","OBS_VALUE","Ghana","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","45300","53900","55600","54700","63200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62002000000","81412000000","102099000000","124478000000","158684000000","183526000000","219595000000","262798000000","308587000000","356544000000","391941000000","461695000000","614336000000","887748000000","1168880000000",""
"IMF.STA:ANEA(6.0.1)","AND.B1GQ.V.XDC.A","OBS_VALUE","Andorra, Principality of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2357260000","2340640000","2196390000","2145450000","2190190000","2241990000","2322830000","2358960000","2433080000","2530320000","2354800000","2593870000","2883660000","3193160000","3393301083",""
"IMF.STA:ANEA(6.0.1)","GEO.B1GQ.Q.XDC.A","OBS_VALUE","Georgia","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31432503588.4994","33926746173.4204","36158800270.6686","38015032046.4353","39570077622.8789","40895994235.903","42306876976.2575","44490376327.1823","47187467519.2105","49726284068.6304","46597877246.8826","51557761313.8088","57208253903.3546","61688645671.2364","67659979448",""
"IMF.STA:ANEA(6.0.1)","AND.B1GQ.Q.XDC.A","OBS_VALUE","Andorra, Principality of","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2357260000","2336040000","2188260000","2127960000","2174160000","2210980000","2282760000","2292210000","2340550000","2401070000","2209920000","2373540000","2531460000","2637130000","2726524237",""
"IMF.STA:ANEA(6.0.1)","LIE.B1GQ.V.XDC.A","OBS_VALUE","Liechtenstein, Principality of","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:ANEA(6.0.1)","BHS.B1GQ.V.XDC.A","OBS_VALUE","Bahamas, The","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6332357075.800725","6833220680.278883","7683873541.401826","8076467965.042152","8317832563.190355","8881163891.30637","8870086854.772822","9055286532.401546","9836197517.580867","10167251513.66487","10618341044.08947","10525998216.38224","9981960160.097387","10095764790.52771","10070447238.63034","10720496826.40088","10475320892.19385","11139067327.54053","11837603254.6498","11880946541.04685","12446904692.47896","12819238439.25591","13276969626.98115","10363194161.63571","12037010766.99971","13896809573.09915","15271257020.01705","15832778289.66269",""
"IMF.STA:ANEA(6.0.1)","ARE.B1GQ.V.XDC.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130161739966.621","1354715597227.542","1442534345614.002","1504375630595.723","1560576850747.651","1402796340171.726","1401856448660.489","1481358168449.556","1617956611609.644","1593594038124.731","1311676623356.447","1551415609747.079","1878129003548.378","1919330280703.133","2028413265379.592",""
"IMF.STA:ANEA(6.0.1)","BHS.B1GQ.Q.XDC.A","OBS_VALUE","Bahamas, The","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9430099143.577396","9874868177.311806","10580340960.93223","11019345920.06109","11308673014.25839","11614530695.83522","11467636212.8214","11568882271.05777","11961678902.16115","12262738349.60704","12440121909.3737","12151022560.16326","11643683901.64988","11822850666.68179","11895316291.67705","12262485205.77416","11911404642.69304","12131438930.07372","12252362157.66355","12110691447.35653","12518973899.35492","12819238439.25591","12711683135.35078","10157955763.47267","11944430330.25646","13243675148.60968","13647445585.37574","14108530975.721",""
"IMF.STA:ANEA(6.0.1)","ARE.B1GQ.Q.XDC.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1130161739966.621","1206295217570.778","1262789115902.648","1324898774648.325","1386280246589.979","1484535163433.238","1568528700296.977","1551880789275.294","1575736399160.612","1595768597422.84","1457041513393.574","1523377719829.432","1637852306368.178","1708298569487.698","1776490636842.146",""
"IMF.STA:ANEA(6.0.1)","GRD.B1GQ.Q.XDC.A","OBS_VALUE","Grenada","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1573900000","1542040000","1595050000","1746000000","1734700000","1964950000","1886490000","2002010000","2020980000","1887330000","1877680000","1892040000","1870190000","1914160000","2054700000","2187130000","2268920000","2369630000","2472948692","2489678480","2147182816","2247831542","2412388533","2498500000","2558400000",""
"IMF.STA:ANEA(6.0.1)","AIA.B1GQ.V.XDC.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:ANEA(6.0.1)","GRD.B1GQ.V.XDC.A","OBS_VALUE","Grenada","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1404120000","1405200000","1458910000","1595750000","1617620000","1877500000","1886490000","2048450000","2230140000","2082450000","2081740000","2102370000","2159680000","2274940000","2461210000","2691920000","2866400000","3039400000","3149600000","3276400000","2817200000","3031600000","3306400000","3555200000","3683500000",""
"IMF.STA:ANEA(6.0.1)","AIA.B1GQ.Q.XDC.A","OBS_VALUE","Anguilla, United Kingdom-British Overseas Territory","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:ANEA(6.0.1)","SEN.B1GQ.Q.XDC.A","OBS_VALUE","Senegal","Gross domestic product (GDP)","Constant prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9775039000000","10397420000000","11058287144927.3","11877428237584.5","12614926385483.3","13196932173698.3","13374044739223","14249242373964.6","14797916545470.4","15427910099917","16489507643477.1",""
"IMF.STA:ANEA(6.0.1)","TON.B1GQ.V.XDC.A","OBS_VALUE","Tonga","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","783298700","799222405.591603","850161952.078354","933209817.24442","1016789406.98614","1082699935.26303","1149661480.40082","1170254556.84549","1182935730.60889","1264262497.74651","1396048637.35877","1537186295.96276",""
"IMF.STA:ANEA(6.0.1)","SEN.B1GQ.V.XDC.A","OBS_VALUE","Senegal","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4057714195488.65","4270611956956.6","4766315891397.88","4860433962881.22","5084959063849.13","5313888669766.44","5804604948746.53","6111292249281.59","6698104789508.24","7516880064909.79","7593295291504.48","7976734607688","8394956688226.4","9016869323171.05","9343922875866.86","9775039000000","10508650000000","11283396000000","12173509162909.4","12840090000000","13712659000000","14119420000000","15261119000000","17330123000000","18619466000000","19543725423753.9",""
"IMF.STA:ANEA(6.0.1)","GMB.B1GQ.V.XDC.A","OBS_VALUE","Gambia, The","Gross domestic product (GDP)","Current prices","Domestic currency","Annual","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28885956430.0487","29367002974.5555","29584431160.0914","31830608035.5755","34659278882.0478","38638120465.079","43230706491.8246","41531716061.7315","45389296624.9034","49463596581.1553","51309079338.9323","58581061601.1761","64389939269.0013","70142188245.3501","80445799940.4904","90793764450.6667","93329809125.1499","105487037526.604","121093207358.608","145854002257.2","162875098688.857",""
